x,y,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
70.000,342.000,0.607,-0.323,0.210,-0.508,-0.615,0.159,0.005,0.168,0.634,0.891
213.000,334.000,0.432,0.040,0.486,0.856,-0.937,-0.103,-0.101,0.108,0.085,-0.539
263.000,210.000,0.229,0.097,-0.050,0.426,0.620,0.155,0.052,-0.366,-0.934,0.041
7.000,269.000,-0.855,-0.491,-0.714,0.166,0.277,0.362,-0.659,0.083,0.424,-0.539
190.000,366.000,-0.444,0.047,-0.573,0.198,0.094,-0.271,0.803,0.412,0.912,0.259
294.000,344.000,-1.146,0.830,0.112,-0.779,0.608,-0.717,0.577,0.554,-0.359,-0.319
356.000,490.000,0.483,0.897,-0.622,-0.776,-0.652,-0.265,0.893,-0.725,0.134,0.161
152.000,379.000,-0.802,-0.934,0.074,-0.953,0.900,0.317,0.416,-0.463,-0.778,-0.429
38.000,337.000,0.189,0.685,0.629,1.030,0.444,-0.333,-1.004,0.742,-0.277,0.138
398.000,442.000,0.051,1.070,0.123,0.450,0.138,-0.484,0.101,-0.349,-0.913,-0.803
65.000,108.000,-0.466,-0.572,-0.251,-0.017,0.892,1.114,0.462,0.012,0.802,0.688
204.000,401.000,-0.357,-0.204,-0.582,-0.271,0.182,-0.319,0.305,-0.904,-0.650,0.100
182.000,338.000,0.305,-0.743,0.756,-0.130,-0.131,-0.708,0.518,0.252,-0.830,0.090
257.000,375.000,-0.568,0.184,0.003,1.091,0.727,0.604,0.420,0.161,1.187,0.962
251.000,232.000,0.673,-0.818,-0.365,-0.527,-0.836,-0.887,0.495,0.125,-0.180,0.703
189.000,141.000,0.219,-0.576,0.680,-0.344,-0.315,-0.444,0.318,-0.200,-0.988,-0.442
290.000,330.000,-0.184,0.566,-0.969,-0.288,-0.531,1.180,-0.786,-0.505,0.455,-0.104
356.000,443.000,-0.051,0.655,-0.184,0.569,1.158,0.765,-0.281,-0.298,-0.333,0.263
174.000,255.000,-0.179,0.308,1.063,-0.219,-0.269,0.558,-0.659,0.399,0.891,-0.169
349.000,374.000,-0.279,-0.790,-0.022,-0.762,-0.114,-0.386,0.569,0.077,-0.036,0.029
176.000,331.000,-0.047,-0.938,0.376,0.433,-0.675,-0.925,0.924,0.812,0.355,-0.018
350.000,488.000,-0.611,-0.700,0.306,-0.242,0.638,-0.098,0.528,0.870,0.772,0.694
463.000,220.000,-0.357,0.499,0.061,0.515,0.840,0.532,0.357,-0.013,0.210,0.029
329.000,15.000,-0.041,-0.720,0.602,-0.385,-0.636,-0.058,-0.149,-0.409,-0.766,-1.051
265.000,19.000,0.571,0.683,0.387,0.176,-0.318,-0.144,0.421,-0.507,-0.690,-0.327
133.000,391.000,-0.147,0.261,-0.694,0.656,-0.260,0.374,-0.625,-0.307,0.192,-0.646
247.000,353.000,-0.431,0.817,-0.836,0.147,-0.202,0.046,-0.780,-0.124,0.535,-0.623
69.000,390.000,0.319,0.863,0.172,0.806,0.989,0.770,-0.380,-0.527,-0.855,0.037
143.000,257.000,-0.762,0.621,-0.828,-0.932,0.242,-0.074,-0.768,-0.253,0.222,-0.496
279.000,340.000,0.007,0.231,0.232,0.745,0.221,-0.125,0.187,0.313,0.011,0.007
226.000,179.000,0.902,0.077,-1.082,0.443,-0.486,-0.471,-0.061,-0.140,-0.202,0.779
171.000,178.000,-0.593,-0.874,-0.615,-0.836,0.413,-0.076,0.410,0.626,1.097,1.037
117.000,428.000,0.621,-0.941,-0.495,0.205,0.111,0.838,-0.683,-0.611,-0.688,0.460
416.000,426.000,-0.130,-0.585,0.291,-0.976,0.529,0.648,-0.349,-0.347,-0.372,0.249
126.000,37.000,-0.381,-0.989,-0.268,0.837,-0.095,-0.122,0.373,0.034,-0.302,-0.733
100.000,283.000,-0.132,0.309,0.690,0.427,0.012,0.598,-0.079,-0.471,-0.422,-1.024
267.000,61.000,0.621,-0.060,-0.565,-0.755,-0.703,-0.287,0.045,-0.460,-0.193,0.374
329.000,228.000,-0.012,0.339,-0.496,0.231,0.456,0.183,-0.346,-0.135,-0.134,0.178
322.000,267.000,-0.685,-0.470,0.082,0.221,0.593,0.566,-0.503,0.559,0.773,0.145
202.000,8.000,-0.002,-0.038,-0.860,0.686,0.243,0.261,0.027,-0.060,0.246,0.272
281.000,386.000,0.154,0.325,-0.714,-0.643,1.037,0.436,-0.161,-0.405,-0.292,1.058
266.000,56.000,-0.204,0.285,-0.075,-1.007,0.688,0.148,-0.636,-0.195,-0.335,0.306
157.000,474.000,-0.203,0.427,0.090,-0.491,-0.234,-0.156,0.633,0.047,0.608,-0.035
69.000,172.000,-0.319,0.074,-0.561,-0.154,-0.719,-0.770,-0.039,0.468,0.803,-0.211
375.000,285.000,0.374,-0.424,-0.388,-0.932,-0.685,-0.544,0.212,-0.412,-0.475,0.049
62.000,260.000,0.244,0.676,-0.246,0.244,0.359,0.353,0.170,-0.910,-0.956,-0.434
385.000,433.000,-0.433,-0.249,0.546,-0.970,0.539,-0.407,-0.479,0.384,-0.372,0.097
303.000,327.000,0.256,0.130,-0.842,-0.826,-0.636,0.915,1.007,-0.602,0.528,0.792
82.000,146.000,0.726,0.818,-0.143,0.031,-0.598,0.618,0.417,-0.402,0.828,0.576
25.000,337.000,0.495,0.206,-0.007,-1.027,-0.547,-0.167,0.034,-0.608,-0.460,0.028
459.000,244.000,-0.161,0.466,0.656,0.836,0.378,0.603,-0.424,0.251,0.288,-0.249
341.000,483.000,-0.777,0.267,-0.298,-0.510,1.052,0.343,0.333,-0.711,-0.743,-0.677
216.000,104.000,-0.314,0.096,0.638,-0.698,0.087,0.312,-0.479,0.831,0.410,0.756
2.000,268.000,-0.920,-0.913,-0.379,-0.612,0.519,0.636,0.550,-0.737,-0.376,-0.861
300.000,219.000,0.698,0.991,0.121,0.044,-0.066,-0.215,-0.835,-0.255,-0.726,0.126
30.000,255.000,0.135,0.503,0.369,-0.234,-0.277,-0.159,-0.084,0.272,0.467,0.206
149.000,462.000,0.356,-0.509,0.255,-0.711,-0.078,0.233,0.629,0.045,0.396,0.966
310.000,482.000,0.015,0.171,-1.092,-0.497,0.543,0.419,-0.251,-0.493,-0.008,0.618
429.000,88.000,0.309,0.444,0.821,-0.526,-0.228,-0.276,-0.644,-0.272,-0.944,-0.514
363.000,460.000,-0.167,0.470,-0.860,-0.197,0.020,-0.693,0.844,-0.388,-0.363,-0.290
172.000,67.000,0.195,-0.574,0.977,0.644,-1.002,0.266,0.586,-0.005,0.231,-0.795
313.000,249.000,-0.207,-0.263,0.802,-0.125,-0.557,-0.774,-0.284,1.113,0.749,0.060
222.000,328.000,0.093,-0.596,-0.119,-0.067,-0.951,0.380,0.290,-0.631,0.026,-0.792
430.000,95.000,-0.067,-0.133,0.480,0.117,0.208,0.733,-0.900,-0.613,-0.915,-0.902
323.000,131.000,-0.333,0.385,-0.419,0.151,-0.644,-1.194,0.663,0.354,0.317,-0.596
139.000,458.000,0.431,-0.852,-0.028,-0.986,-0.904,0.253,0.577,-0.698,-0.106,-0.007
461.000,187.000,0.013,0.030,-0.884,-0.448,-0.776,-0.436,-0.089,-0.202,0.305,-0.198
419.000,67.000,-0.000,-0.791,0.112,0.579,0.390,-0.144,-0.432,0.523,-0.317,0.324
197.000,84.000,0.623,0.837,0.823,-0.479,-0.319,0.010,0.915,-0.783,-0.747,-0.297
60.000,277.000,-0.861,-0.229,0.598,-0.666,0.779,-0.478,0.963,0.695,0.369,0.219
364.000,182.000,0.050,0.122,0.875,-0.079,0.378,0.715,0.537,-0.218,-0.009,0.069
363.000,150.000,0.578,0.994,0.401,0.634,-1.055,-0.123,-0.750,-0.025,0.167,-0.599
477.000,383.000,-0.116,-0.341,0.948,-0.947,0.139,0.590,-0.861,-0.019,-0.078,-0.021
304.000,289.000,-0.509,-0.536,0.476,0.135,-0.348,0.490,-0.804,0.792,0.366,-0.079
443.000,337.000,-0.484,-0.740,0.417,-1.099,0.230,0.370,-0.480,0.210,0.353,0.182
161.000,240.000,-0.090,0.862,-0.820,0.803,0.653,-0.156,0.764,-0.297,-0.283,-0.034
210.000,159.000,-0.549,0.639,0.088,-0.269,-0.387,-0.518,0.221,0.305,0.680,-0.613
1.000,234.000,-0.244,0.543,0.482,-0.678,0.255,0.327,0.717,-0.286,0.228,-0.096
145.000,394.000,-0.323,-0.356,-0.764,-0.648,-0.390,-0.131,0.323,-0.579,-0.141,-0.601
442.000,316.000,-0.100,-0.315,-0.430,-0.339,-0.045,0.045,-0.764,-0.341,-0.501,-0.359
480.000,344.000,-0.727,0.251,0.156,-0.165,0.163,0.556,-0.529,0.335,1.082,-0.261
225.000,87.000,0.416,-0.668,-0.498,0.648,-0.522,-0.872,0.098,0.163,-0.623,-0.024
320.000,213.000,-0.477,-0.616,-0.929,-0.091,0.153,0.256,-0.787,0.002,0.268,-0.074
164.000,278.000,0.622,-0.682,0.327,-0.840,0.244,0.882,-0.462,-0.693,-0.777,0.614
211.000,251.000,-0.168,0.864,-1.033,-0.597,-0.220,-0.809,-0.741,-0.692,-0.983,-0.959
179.000,81.000,-0.231,0.267,0.161,0.261,-0.253,0.840,-0.135,-0.550,0.207,-0.928
113.000,176.000,-0.274,-0.463,-0.841,-0.427,-0.248,-0.262,0.316,0.185,0.713,0.343
259.000,26.000,0.446,0.150,-0.271,1.032,-0.835,0.378,-0.759,-0.157,0.261,-0.442
486.000,177.000,-0.345,-0.326,-0.316,0.947,-0.605,-0.554,0.869,0.427,0.606,-0.579
451.000,316.000,0.383,-0.236,-0.502,0.254,-0.251,-0.401,0.694,-0.378,-0.624,-0.022
483.000,268.000,-0.438,-0.367,-0.838,-0.815,0.795,-0.680,-0.921,0.050,-0.925,0.167
376.000,202.000,-0.329,0.819,0.145,-0.450,0.437,-0.368,0.262,0.397,0.470,0.338
511.000,265.000,0.744,1.049,0.553,0.014,-0.582,0.247,0.278,-0.271,0.312,0.214
474.000,200.000,-0.853,-0.453,-0.040,-0.490,0.136,-0.408,-0.772,0.646,0.385,-0.323
441.000,176.000,-0.379,0.821,0.153,-0.632,0.337,-0.700,0.689,0.168,0.027,-0.039
132.000,182.000,0.019,0.185,-0.310,-0.662,-0.033,0.715,-0.540,-0.146,0.820,0.536
80.000,427.000,0.655,0.592,-0.616,0.890,0.182,0.653,0.125,-0.454,0.044,0.563
256.000,116.000,0.168,0.026,0.597,0.507,-0.261,-0.021,0.018,0.690,0.754,0.384
127.000,194.000,0.135,0.998,0.354,-0.618,0.276,1.021,0.797,-0.638,0.595,0.351
442.000,363.000,-0.263,-0.445,-0.715,0.834,0.836,0.480,-0.492,0.495,0.535,0.768
286.000,258.000,-0.017,-0.233,-0.862,-0.361,-0.229,-1.308,0.170,0.677,0.279,0.710
242.000,339.000,-0.057,0.807,0.012,0.724,-0.028,1.059,0.627,-0.233,0.158,-0.056
357.000,469.000,0.096,0.634,-0.100,1.108,0.086,0.016,0.514,0.077,0.200,-0.113
491.000,326.000,-0.607,-0.897,-0.376,0.150,0.382,0.437,-0.621,-0.500,-0.843,-1.016
177.000,205.000,-0.974,-0.505,0.715,-0.436,-0.071,-0.861,0.681,0.207,0.221,-0.149
125.000,129.000,-0.129,-0.241,0.607,0.536,0.588,0.081,-0.135,0.011,-0.880,-0.419
39.000,237.000,0.612,-0.295,-0.130,0.007,0.641,0.239,-0.231,-0.248,-0.856,0.901
11.000,252.000,0.069,-0.274,-0.750,-0.275,0.442,0.811,0.386,-0.511,0.256,0.683
82.000,376.000,0.241,-0.210,-0.182,0.962,0.224,0.114,0.428,0.081,-0.099,0.288
371.000,249.000,-0.094,0.383,-0.621,0.190,-0.001,-0.306,-0.697,-0.876,-0.757,-0.074
217.000,345.000,-0.698,0.544,-1.049,0.549,0.074,-0.138,-0.442,0.364,-0.042,-0.311
226.000,155.000,0.502,0.894,-0.394,0.723,0.075,0.521,0.789,-0.282,0.573,0.606
270.000,382.000,0.539,1.069,0.189,0.291,-0.371,0.024,-0.112,0.050,0.436,0.295
325.000,371.000,-0.166,-0.907,0.588,0.517,0.134,0.901,0.858,0.040,0.493,0.027
340.000,395.000,0.539,-0.038,-0.500,-0.683,0.016,-0.369,0.917,-0.595,-0.714,0.574
371.000,292.000,-0.407,0.591,0.104,-0.682,0.877,-0.725,0.402,0.334,-0.264,0.372
22.000,215.000,-0.250,-0.792,-0.274,-0.665,0.701,0.184,0.808,-0.588,-0.834,0.068
21.000,299.000,0.285,0.008,-0.231,0.098,-0.399,-0.953,-0.635,0.720,0.143,0.488
357.000,73.000,0.290,0.323,-0.426,-0.458,-0.125,-0.538,0.634,-0.180,-0.159,0.402
155.000,184.000,-0.362,0.473,-0.460,0.809,0.059,-0.245,-0.331,-0.462,-0.131,-0.136
386.000,440.000,0.055,-0.494,-0.070,0.901,0.862,-0.406,0.111,0.677,-0.409,0.755
308.000,218.000,0.560,-0.067,-0.087,1.012,-0.204,0.470,-1.081,-0.346,-0.685,-0.336
72.000,82.000,-0.013,0.235,-0.033,0.656,0.562,0.288,0.249,0.461,0.641,0.735
192.000,342.000,-0.612,0.115,-0.372,0.845,-0.027,0.371,0.140,-0.080,0.481,-0.897
393.000,372.000,-0.656,-0.848,0.965,0.062,0.920,0.841,0.705,0.696,0.931,0.594
315.000,398.000,-0.174,-0.046,0.305,0.019,-0.730,0.189,0.294,-0.196,0.387,-0.818
401.000,255.000,0.153,0.573,-0.150,-0.071,-0.339,-0.535,0.717,0.041,0.256,0.101
195.000,428.000,0.172,-0.341,-0.489,0.666,0.304,-0.193,-0.773,0.630,0.144,0.775
325.000,409.000,-0.218,0.197,0.705,-0.996,0.204,-0.589,1.058,-0.103,-0.496,-0.179
192.000,85.000,-0.220,0.633,-0.852,0.569,0.437,-0.045,-0.392,0.109,0.240,0.101
183.000,73.000,0.003,-0.312,0.062,0.463,-0.190,0.204,-0.780,-0.158,-0.457,-0.644
286.000,206.000,0.910,-0.271,0.200,0.217,-0.907,-0.027,-0.736,0.188,-0.858,0.517
72.000,296.000,-0.067,0.437,0.162,-0.539,-0.129,-0.669,0.017,0.146,-0.141,-0.107
238.000,503.000,0.087,0.273,-0.508,-0.516,0.361,-0.969,0.585,-0.115,-0.800,0.315
489.000,257.000,0.539,-0.152,0.338,0.833,-0.399,0.224,0.078,0.149,0.167,0.204
218.000,323.000,0.158,-0.510,0.701,0.635,0.676,0.920,0.074,-0.332,-0.732,-0.065
169.000,281.000,-0.126,0.662,0.136,-0.520,0.769,0.017,-0.059,-0.358,-0.713,-0.037
319.000,53.000,-0.911,-0.603,-0.986,-0.707,0.716,-0.394,-0.924,0.654,0.449,0.455
221.000,365.000,0.019,-0.319,0.343,0.258,-0.262,0.054,-0.892,0.171,-0.184,-0.387
251.000,457.000,-0.438,0.814,0.045,0.002,0.320,-0.186,0.746,-0.153,0.006,-0.512
417.000,170.000,0.068,-0.851,-1.083,0.599,0.266,-0.250,0.755,0.005,-0.182,0.532
149.000,370.000,-0.221,-0.732,0.086,0.957,-0.629,-0.375,0.713,0.219,0.047,-0.850
125.000,423.000,-0.470,-0.081,0.188,-0.309,0.029,-0.578,-0.580,1.043,0.843,0.359
171.000,373.000,-0.786,0.299,0.150,0.248,0.902,0.325,0.634,-0.219,-0.230,-0.688
107.000,51.000,1.075,0.137,-0.053,0.524,-0.751,0.198,0.236,-0.351,-0.059,0.455
282.000,221.000,-0.592,0.216,-0.334,0.821,0.576,0.375,0.475,-0.001,0.327,-0.392
150.000,341.000,0.287,-0.108,0.268,0.123,-0.165,0.365,0.313,-0.022,0.301,0.308
143.000,144.000,0.234,-1.004,0.044,-0.918,-0.771,0.262,0.407,0.111,0.934,0.713
33.000,218.000,0.359,0.688,0.036,0.025,-0.260,-0.253,0.958,0.302,0.867,0.778
138.000,213.000,0.348,-0.759,-0.489,0.703,0.469,0.133,0.409,0.397,0.216,1.224
169.000,328.000,0.437,-0.183,0.401,0.376,-0.947,-0.311,0.797,-0.201,-0.207,-0.522
250.000,179.000,-0.267,0.235,0.086,-0.007,0.052,0.592,-0.183,0.058,-0.237,-0.022
246.000,18.000,0.350,-0.713,-0.714,-0.248,-0.797,-0.400,-0.169,-0.245,-0.261,-0.028
463.000,201.000,-0.109,0.398,-0.329,0.043,0.808,-0.812,0.911,0.107,-0.634,0.368
199.000,38.000,-0.156,-0.395,0.973,0.542,-0.673,-0.509,0.606,0.697,0.434,-0.524
239.000,264.000,-1.167,-0.788,0.482,-0.131,0.167,-0.521,-0.262,0.291,0.191,-0.267
368.000,104.000,0.249,0.832,0.471,-0.916,-0.223,-0.240,-0.353,-0.265,-0.335,-0.120
489.000,357.000,0.006,0.738,1.041,-0.414,0.053,0.649,0.238,-0.473,-0.076,-0.487
195.000,481.000,-0.347,0.308,0.115,-1.021,-0.041,-0.626,-0.138,0.058,-0.157,-0.274
502.000,263.000,0.484,0.885,0.729,-0.432,-0.918,0.477,0.137,-0.226,0.863,-0.013
247.000,471.000,0.602,0.938,0.200,0.615,0.957,0.007,0.406,-0.136,-0.792,0.756
459.000,149.000,0.886,0.782,0.105,-0.618,-0.181,0.260,0.786,-0.777,-0.292,0.630
479.000,255.000,0.222,-0.618,0.293,0.223,-0.108,0.188,0.310,0.100,0.030,0.263
144.000,125.000,-0.226,-0.702,1.103,0.432,-0.391,0.534,0.139,0.182,0.285,-0.719
476.000,305.000,-0.629,-0.828,-0.733,0.508,0.438,0.836,0.519,-0.093,0.688,-0.027
240.000,3.000,0.358,-0.072,0.345,0.139,-0.394,0.549,0.192,-0.256,0.220,0.014
143.000,470.000,0.516,0.372,-0.282,0.780,-0.172,0.478,-0.142,-0.108,0.359,0.381
323.000,385.000,-0.758,-0.596,-0.750,-0.458,0.441,-0.052,0.785,-0.711,-0.729,-0.841
124.000,182.000,-0.629,-0.710,-1.017,-0.797,0.198,-0.450,-0.621,0.004,-0.221,-0.154
102.000,298.000,0.269,0.749,-0.902,0.266,0.419,0.064,-0.421,-0.551,-0.619,0.103
364.000,177.000,0.928,0.277,0.127,0.828,-0.716,-0.346,-0.498,-0.167,-0.742,-0.177
484.000,214.000,0.029,-0.807,0.198,0.073,0.186,0.559,0.797,-0.237,-0.055,0.176
383.000,321.000,0.351,0.404,0.866,-0.503,-0.399,-0.188,0.697,-0.470,-0.623,-0.454
125.000,122.000,0.060,0.849,-0.744,-0.698,0.000,-0.523,-0.511,0.357,0.702,0.850
312.000,145.000,0.347,0.194,-0.501,-0.194,0.024,-0.483,0.522,0.394,0.546,1.176
125.000,64.000,-0.830,-0.006,0.738,-0.639,0.756,0.584,0.773,-0.135,0.202,-0.393
173.000,121.000,0.152,0.469,-0.305,0.523,0.867,-0.165,-0.709,-0.028,-0.936,0.218
216.000,178.000,-0.196,0.599,0.413,0.178,0.528,-0.482,1.012,0.765,0.669,0.691
22.000,304.000,-0.359,0.074,-0.795,-0.927,0.449,0.506,-0.886,-0.103,0.569,0.541
467.000,253.000,0.319,-1.069,1.086,-0.797,-0.892,0.110,0.623,-0.124,-0.042,-0.139
286.000,508.000,0.189,0.731,-0.481,0.006,0.225,0.579,0.077,-0.498,0.217,0.272
424.000,424.000,0.926,-0.585,-0.296,0.236,-0.834,0.205,0.146,0.039,0.534,0.958
323.000,471.000,0.301,-0.006,0.337,0.444,0.167,0.705,0.220,-0.741,-0.793,-0.450
353.000,41.000,0.383,-0.090,-0.391,0.525,-0.022,0.436,-0.448,-0.300,-0.219,0.133
340.000,414.000,-0.148,-0.289,-0.076,-0.797,0.128,0.112,-0.583,-0.707,-1.068,-0.659
268.000,443.000,0.389,-0.238,0.032,0.274,0.276,0.058,-0.038,0.264,-0.026,0.819
37.000,309.000,0.010,-0.356,0.107,-0.413,0.026,-0.105,-0.372,-0.164,-0.593,-0.172
157.000,54.000,-0.646,-0.544,0.022,0.346,0.257,0.307,0.206,0.338,0.581,-0.238
210.000,424.000,-0.324,0.026,-0.536,0.376,-0.342,-0.798,-0.196,-0.788,-0.932,-0.680
185.000,307.000,-0.677,-0.771,-0.038,-0.913,0.393,0.426,-0.427,-0.054,0.113,-0.136
383.000,146.000,-0.219,-0.158,0.318,-0.622,0.340,0.083,0.149,0.346,0.462,0.562
194.000,190.000,0.362,0.824,0.606,0.893,-0.470,-0.449,0.672,0.089,-0.123,-0.478
232.000,49.000,0.117,0.601,-0.184,-0.028,-0.190,-0.451,-0.653,0.103,-0.116,-0.098
113.000,425.000,-0.262,-0.744,-0.992,0.303,0.477,-0.528,0.296,0.667,0.396,0.900
54.000,217.000,0.294,0.868,-0.102,-0.502,-0.397,0.707,-0.789,-0.724,0.132,-0.279
215.000,303.000,-0.920,0.834,0.130,-0.946,-0.856,-0.417,-0.257,0.394,0.445,-0.949
416.000,195.000,0.391,-0.491,-0.200,-0.483,0.037,-0.038,-0.827,-0.457,-1.114,0.052
482.000,328.000,-0.537,0.851,0.234,-0.718,-0.131,0.049,0.063,0.084,0.873,-0.348
463.000,153.000,0.068,-1.037,0.644,0.462,0.218,0.778,0.632,0.164,0.287,0.393
140.000,134.000,0.384,0.376,-0.817,0.617,-0.677,0.871,-0.377,-0.269,1.161,0.246
389.000,277.000,-0.362,0.831,0.899,-0.054,0.052,0.622,0.618,0.022,0.887,-0.358
233.000,105.000,-0.658,-0.486,-0.141,-0.713,-0.484,-0.745,0.207,0.017,-0.126,-0.935
349.000,58.000,0.142,0.307,0.570,0.308,0.283,0.054,0.748,-0.329,-0.680,-0.319
147.000,385.000,0.422,0.205,0.783,0.972,0.326,0.571,0.023,-0.208,-0.624,-0.158
196.000,111.000,-0.076,-0.196,-0.100,-1.041,-0.260,-0.576,0.899,-0.478,-0.573,-0.312
159.000,147.000,-0.549,0.492,-0.042,-0.678,0.677,0.735,0.755,0.022,1.192,0.595
397.000,147.000,0.338,-0.894,-0.977,-0.122,-0.289,0.264,0.426,-0.694,-0.349,0.202
345.000,67.000,0.261,-0.777,-0.657,0.140,0.266,-0.087,0.285,0.123,-0.079,0.901
416.000,154.000,-0.863,-0.375,-0.124,-0.414,0.426,-0.028,-0.536,0.716,0.844,0.150
176.000,444.000,0.172,0.100,-0.709,-0.056,-0.000,0.258,-0.586,-0.021,0.411,0.549
195.000,125.000,0.073,-0.092,-0.656,-0.905,0.129,0.110,0.871,-0.848,-0.435,0.148
91.000,71.000,-0.233,0.142,-0.470,-0.761,0.297,-0.129,0.585,-0.376,-0.149,0.085
312.000,488.000,0.478,-0.930,-0.771,0.269,-0.822,-0.074,-0.365,0.129,0.375,0.467
412.000,448.000,0.484,-0.046,-0.574,-0.747,0.160,0.453,-0.510,-0.629,-0.399,0.655
367.000,46.000,-0.137,-0.459,0.281,-0.244,0.522,-0.011,0.842,0.547,0.548,0.959
172.000,351.000,0.264,-0.734,-0.571,0.820,-0.433,0.308,-0.370,-0.191,-0.107,-0.192
397.000,160.000,0.043,0.343,-0.412,0.059,0.428,-0.408,-0.018,0.182,-0.157,0.464
321.000,483.000,-0.293,-0.119,-0.608,0.665,0.582,-0.543,0.035,0.139,-0.648,-0.194
284.000,226.000,-0.573,0.179,-0.832,1.037,0.511,-0.669,0.613,0.443,0.124,-0.193
268.000,50.000,0.555,0.571,0.779,0.584,-0.526,0.486,-0.539,0.270,0.657,0.194
399.000,280.000,-0.541,-0.704,0.545,-0.379,0.726,0.582,-0.481,0.598,0.588,0.524
201.000,32.000,0.302,0.889,-0.216,0.340,-0.306,-0.060,-0.269,0.180,0.617,0.289
447.000,307.000,-0.117,0.459,0.025,-0.173,0.133,-0.139,-0.458,0.155,0.084,-0.001
294.000,252.000,-0.855,-0.833,0.420,-0.875,0.132,-0.349,-0.614,0.565,0.121,-0.393
92.000,421.000,-0.792,-0.118,0.295,-0.396,-0.535,0.008,0.129,0.035,0.609,-1.122
450.000,210.000,-0.594,0.014,0.300,-0.817,0.442,-0.834,0.388,0.657,0.176,0.237
465.000,265.000,0.294,0.534,-0.325,-0.144,0.403,-0.073,-0.621,-0.299,-0.693,0.243
345.000,298.000,0.381,-0.904,-0.702,-0.785,0.039,0.555,0.365,-0.444,0.149,1.049
103.000,385.000,-0.098,1.047,-0.470,-0.068,0.066,-0.074,-0.145,-0.129,0.324,-0.052
174.000,377.000,-0.181,-0.776,-0.400,0.025,-0.437,0.315,0.436,0.166,-0.011,0.215
245.000,89.000,-0.174,-0.866,-1.077,0.394,0.123,0.285,0.524,-0.398,-0.086,-0.035
349.000,199.000,0.086,0.259,-0.486,0.941,0.253,0.832,-0.665,0.172,-0.187,0.469
488.000,184.000,-0.639,0.362,-0.712,-0.729,-0.562,-0.895,0.426,0.433,1.107,-0.161
350.000,305.000,-0.147,0.721,-1.138,0.543,0.957,-0.568,0.653,-0.087,-0.466,0.367
187.000,244.000,0.013,-0.371,-0.402,0.507,-0.161,-0.058,-0.302,-0.291,-0.614,-0.588
129.000,376.000,-0.300,0.202,-0.102,-0.968,0.207,0.542,0.953,-0.437,0.607,0.228
223.000,206.000,-0.308,-0.028,0.204,0.190,0.134,0.098,-0.592,0.093,-0.139,-0.494
99.000,360.000,0.370,0.423,0.213,0.009,0.149,0.045,0.419,0.048,0.136,0.616
400.000,274.000,0.493,0.630,0.345,0.531,0.523,-0.328,-0.338,0.366,-0.482,0.646
18.000,349.000,0.510,0.526,-0.453,0.864,0.208,-1.024,0.754,0.299,-0.495,0.585
508.000,289.000,0.677,-0.803,0.658,0.768,0.387,0.647,-0.714,-0.031,-0.904,0.436
138.000,83.000,0.059,-0.813,0.480,0.934,-0.320,0.681,0.950,-0.591,-0.470,-0.954
409.000,229.000,-0.088,0.047,0.844,0.813,0.581,0.646,-0.767,0.759,0.586,0.432
204.000,205.000,-0.823,0.082,-0.117,-0.619,0.981,0.392,-0.610,0.490,0.772,0.485
206.000,93.000,0.475,-0.337,0.379,-0.299,0.088,0.461,0.394,-0.030,0.185,0.891
243.000,283.000,0.609,0.100,0.147,0.547,-0.728,1.089,-0.346,-0.358,-0.318,0.060
370.000,149.000,0.211,0.104,0.361,0.298,0.193,0.570,0.085,0.299,0.704,0.710
228.000,78.000,0.576,-0.119,0.065,0.779,0.573,0.284,-0.296,-0.083,-0.779,0.549
374.000,178.000,0.206,-0.196,0.264,-0.636,0.844,-0.479,0.753,-0.180,-1.201,0.593
148.000,449.000,0.121,0.538,-0.223,0.473,0.145,0.340,-0.368,-0.377,-0.289,-0.298
204.000,311.000,-0.378,-0.463,-0.359,0.562,-0.627,-0.494,0.485,0.619,-0.055,-0.240
439.000,190.000,0.198,0.266,0.332,0.498,0.428,0.308,-0.924,-0.034,-0.594,-0.071
328.000,449.000,-0.172,0.150,0.339,0.800,-0.064,0.157,1.078,0.011,0.308,-0.451
499.000,279.000,-0.614,0.093,-1.050,-0.712,0.287,-0.199,0.657,-0.364,0.176,-0.132
116.000,181.000,0.169,-0.355,0.348,-0.450,-0.388,-0.005,-1.003,0.040,-0.248,-0.137
242.000,308.000,-0.002,0.802,0.600,-0.065,0.920,0.953,0.947,-0.442,0.093,0.353
231.000,175.000,-0.158,0.369,-0.311,0.887,0.265,-0.389,-0.678,0.618,0.180,0.051
334.000,201.000,0.109,-0.049,0.413,0.227,-0.407,-0.610,0.519,0.297,0.682,1.057
168.000,476.000,-0.010,-0.409,-0.485,0.228,0.441,0.007,-0.607,-0.261,-0.902,-0.136
178.000,309.000,0.533,0.388,0.887,-0.589,-0.128,0.856,0.447,-0.256,0.545,0.671
58.000,415.000,-0.563,0.379,-0.832,1.021,-0.133,0.173,-0.595,0.029,0.520,-0.892
146.000,157.000,0.442,-0.747,-0.306,-0.092,0.288,0.016,1.025,-0.220,-0.394,0.886
86.000,109.000,0.910,0.907,0.080,-0.093,-0.651,0.792,-0.749,-0.857,-0.139,-0.043
437.000,205.000,0.478,0.238,-0.094,0.051,-0.552,-0.578,-0.844,0.130,-0.336,0.005
